window_function,window_length,hop_fraction,PercSS,p_value
blackman,1.0,0.75,1.9147234532099084,0.018981019034981728
blackman,1.0,0.5,1.9163686480889288,0.025974025949835777
blackman,1.0,0.25,1.913148629162855,0.021978022530674934
blackman,1.0,0.2,1.9163719907541275,0.017982017248868942
blackman,1.0,0.1,1.9168991430337365,0.023976024240255356
blackman,5.0,1.0,2.216871360387307,0.011988012120127678
blackman,5.0,0.9,2.2045067825863525,0.00799200776964426
blackman,5.0,0.8,2.2499689913398155,0.011988012120127678
blackman,5.0,0.75,2.1049992486405014,0.011988012120127678
blackman,5.0,0.5,2.1218894307523546,0.019980020821094513
blackman,5.0,0.25,2.102720013254541,0.008991008624434471
blackman,5.0,0.2,2.090408818815061,0.009990010410547256
blackman,5.0,0.1,2.094001336090442,0.009990010410547256
blackman,10.0,1.0,2.069237008143065,0.012987012974917889
blackman,10.0,0.9,2.173547388479723,0.009990010410547256
blackman,10.0,0.8,2.139590836023045,0.01598401553928852
blackman,10.0,0.75,2.1618823121708566,0.010989011265337467
blackman,10.0,0.5,2.0748944763033306,0.008991008624434471
blackman,10.0,0.25,2.1268992572291108,0.010989011265337467
blackman,10.0,0.2,2.126024204486482,0.011988012120127678
blackman,10.0,0.1,2.121066850606467,0.0139860138297081
blackman,15.0,1.0,2.1012605841454604,0.011988012120127678
blackman,15.0,0.9,2.1615659902051765,0.010989011265337467
blackman,15.0,0.8,2.2991314868207033,0.008991008624434471
blackman,15.0,0.75,2.3078378571812626,0.009990010410547256
blackman,15.0,0.5,2.1590495818150295,0.005994006060063839
blackman,15.0,0.25,2.1383949539715235,0.00799200776964426
blackman,15.0,0.2,2.1301560596083973,0.012987012974917889
blackman,15.0,0.1,2.1264137826772473,0.01498501468449831
blackman,20.0,1.0,1.9915585586123556,0.009990010410547256
blackman,20.0,0.9,2.0247141834379594,0.012987012974917889
blackman,20.0,0.8,2.065969373237724,0.02297702245414257
blackman,20.0,0.75,2.0534353415787656,0.012987012974917889
blackman,20.0,0.5,2.14532342354904,0.008991008624434471
blackman,20.0,0.25,2.145620791855574,0.004995005205273628
blackman,20.0,0.2,2.151119510558766,0.011988012120127678
blackman,20.0,0.1,2.166379925607243,0.009990010410547256
blackman,25.0,1.0,2.0432551416573093,0.017982017248868942
blackman,25.0,0.9,2.07503688190648,0.012987012974917889
blackman,25.0,0.8,2.112263196300366,0.012987012974917889
blackman,25.0,0.75,2.1400534928536783,0.008991008624434471
blackman,25.0,0.5,2.11221549994948,0.009990010410547256
blackman,25.0,0.25,2.214492755363541,0.00799200776964426
blackman,25.0,0.2,2.1925140377655206,0.008991008624434471
blackman,25.0,0.1,2.217355963708888,0.011988012120127678
blackman,30.0,1.0,2.182266803163565,0.00399600388482213
blackman,30.0,0.9,2.2355919291195736,0.005994006060063839
blackman,30.0,0.8,2.2039473963927847,0.01498501468449831
blackman,30.0,0.75,2.1944129780043986,0.010989011265337467
blackman,30.0,0.5,2.2075299647851487,0.005994006060063839
blackman,30.0,0.25,2.2232660027082045,0.005994006060063839
blackman,30.0,0.2,2.234241319743207,0.005994006060063839
blackman,30.0,0.1,2.252559459323575,0.008991008624434471
blackman,60.0,1.0,2.294536044379676,0.004995005205273628
blackman,60.0,0.9,2.294536044379676,0.011988012120127678
blackman,60.0,0.8,2.294536044379676,0.004995005205273628
blackman,60.0,0.75,2.294536044379676,0.00699300691485405
blackman,60.0,0.5,2.294536044379676,0.00799200776964426
blackman,60.0,0.25,2.294536044379676,0.00399600388482213
blackman,60.0,0.2,2.294536044379676,0.01498501468449831
