window_length_fraction,hop_fraction,window_function,Mean_SS,Mean_perc_SS,SS_time,SS_treatment,SS_sex,SS_order,SS_residuals,F_time,F_treatment,F_sex,F_order,F_residuals,p_time,p_treatment,p_sex,p_order,dist_time,dist_treatment,dist_sex,dist_order
0.5,0.8,boxcar,84612.83233577886,38.85192443517931,1.5151817034839308,3.0456040894660372,2.8881707528130174,13.711434446595467,46.18811595289742,2.7555846448130796,2.769443375608165,5.2525706717222045,3.5623278837989503,nan,0.04495504495504495,0.016983016983016984,0.003996003996003996,0.000999000999000999,16.157362430490547,57.02048320800553,19.804136022716584,835.5453843024815
0.5,0.8,hann,160880.36220336286,55.041705770888086,0.8384831093156617,3.018630297826516,4.087266344845675,6.3938300518310704,34.263468721461365,2.0556173618930536,3.700222926621023,10.020304008274191,2.2392934365665824,nan,0.09490509490509491,0.000999000999000999,0.000999000999000999,0.007992007992007992,17.650198928887303,61.83012323172632,24.936740932181966,746.9492146375098
0.5,0.8,blackman,184387.99319280707,57.97008727533757,0.9126424621201437,3.098627101649296,4.132432708911561,3.738052724520191,32.65565771623207,2.347586059489651,3.9852922087856424,10.629837884907362,1.3736251489415112,nan,0.08291708291708291,0.002997002997002997,0.000999000999000999,0.12887112887112886,17.972008483537568,65.89171633952148,26.18693941595156,720.4606616679685
0.5,0.7,boxcar,108161.65997897275,45.99711589244318,0.8482138508659854,3.02232497981043,3.5767549558068095,5.233005964410543,45.53591969066727,1.5646980220615962,2.787637759692692,6.598031143957539,1.3790447628929028,nan,0.17082917082917082,0.026973026973026972,0.002997002997002997,0.13186813186813187,15.302694929277834,57.85668501042373,21.751933313958798,732.1913336485936
0.5,0.7,hann,88616.30823173048,39.22478730377238,1.3423029365616248,3.3359139774966047,3.5318350547092834,11.80913958614286,44.6689786766751,2.524200239439394,3.136592579584052,6.641614681700676,3.1724404549171203,nan,0.07092907092907093,0.014985014985014986,0.000999000999000999,0.000999000999000999,15.28973150254645,60.518458634498046,21.917791971224172,802.0685467386563
0.5,0.7,blackman,96955.26183142196,41.02175754425576,1.1859804631575184,3.721624989386939,3.4282138313272545,11.06793424005068,43.212727521100966,2.305393911008869,3.6171808289103113,6.664007998358177,3.0735206616095665,nan,0.08491508491508491,0.002997002997002997,0.000999000999000999,0.000999000999000999,15.124702446597157,60.98733772930574,21.339089018905607,781.3226153534326
0.5,0.6,boxcar,113333.1450956122,41.41919367378782,0.6453648557434808,5.738431167870046,3.0923908977846573,3.7175878597186838,54.90609175988131,0.987333939547723,4.389569560050998,4.731002099911122,0.8124973547875162,nan,0.3276723276723277,0.004995004995004995,0.012987012987012988,0.6173826173826173,11.595212771684288,73.96834374976103,20.429964707236255,559.7679864319919
0.5,0.6,hann,80315.89565018541,38.1375784828799,1.2938446703276187,3.72346626296352,3.0342161393183757,10.320722268919818,49.640297843651794,2.1894097543457587,3.1503755988133553,5.134420355524476,2.494921920434772,nan,0.08691308691308691,0.007992007992007992,0.003996003996003996,0.001998001998001998,14.159281047147031,59.24709803818667,19.18018837840307,783.5000669331016
0.5,0.6,blackman,69502.22234521083,33.971789185946655,1.39032850558053,4.2043893031637625,2.98044315191004,11.144986018348863,51.792324515562946,2.2549208895551947,3.409469499284911,4.833867317254975,2.5822326661549857,nan,0.07992007992007992,0.006993006993006993,0.004995004995004995,0.002997002997002997,14.148397797868283,61.009008613151224,18.678193869297925,834.6111781115387
0.5,0.5,boxcar,254158.70690438387,53.664751829517975,0.8005767120429467,3.766461783470591,3.9791946362497885,2.8860246272798133,37.81435747089345,1.77838388139664,4.183368579712831,8.839297341023544,0.9158504294040962,nan,0.15184815184815184,0.003996003996003996,0.000999000999000999,0.5024975024975025,22.6507515688786,83.93999351090963,31.47032400219395,845.0545876503845
0.5,0.5,hann,272447.26713654766,57.00633438339354,0.47640243721808795,2.9188682368822483,3.631475358178476,3.309407578617698,33.1321394726446,1.2078243470923422,3.7001071437077684,9.206888988827606,1.198621386228352,nan,0.2547452547452547,0.001998001998001998,0.000999000999000999,0.22077922077922077,22.823912038449517,82.97767596703042,32.25521314174282,918.8034585404373
0.5,0.5,blackman,272688.9963280249,58.16342047321436,0.3214724731391163,2.6519187060978053,3.537010741152221,4.176010045120516,31.849368003725655,0.8478563135232997,3.4971050490885354,9.32856508242272,1.5734102019099472,nan,0.4405594405594406,0.005994005994005994,0.000999000999000999,0.05194805194805195,22.82161543228438,77.3931561097809,31.462572615187415,943.0514052348534
0.5,0.4,boxcar,132271.47048283697,38.892870151611575,1.12508864986424,4.685501166757726,3.073688056404919,10.019560943772083,50.749629513052795,1.8622292910392357,3.877684446015708,5.087520819666414,2.3691745630249508,nan,0.11388611388611389,0.002997002997002997,0.004995004995004995,0.003996003996003996,17.620879267988077,77.52840444317182,24.144450110666266,928.3116107629874
0.5,0.4,hann,200778.99835424748,49.23036970179598,0.8378066860336684,4.153315096606401,3.8823299053615283,5.968269784053559,41.34646631548998,1.7020985805614703,4.218963543980473,7.887390171676966,1.7321731163712868,nan,0.1878121878121878,0.004995004995004995,0.001998001998001998,0.04295704295704296,19.60687278345682,81.8208605375246,28.840583309070194,894.3747040849387
